Job Name,Company Name,Salary,Description,Welfare
隨計畫專任學士級或碩士級研究助理,長庚醫療財團法人林口長庚紀念醫院_醫療人工智能核心實驗室,"月薪33,250~37,890元","1. 資料科學與機器學習模型實踐。
2. 資料分析撰寫結果報告。
3. 其他主管交辦事項。

----------------------------------------------------------------------------------------
﹝公司福利﹞
1. 本實驗室注重持續學習，會安排人員內部/外部參加程式課程相關的教育訓練 (之前有上過SAS官方課程、Python、Github、資策會或工研院舉辦之程式課程等)。
2. 本單位具有高速運算設備(HPC)，與大量臨床資料可供分析，歡迎有興趣者加入。
3. 定期舉辦文獻討論會。
4. 享有勞健保、1.5個月年終獎金(未滿一年按比例)、生日獎金、三節獎金，醫療優惠等。
5. 免費長庚交通車(汎航客運)，可往返台北、桃園、中壢車站。
6. 員工可申請新大樓員工宿舍。
7. 具研究助理年資者，依敘薪標準辦理。","薪資依照長庚醫院研究助理薪資；享有三節獎金(端午、中秋、年終)；
享長庚員工福利含員工宿舍、疫苗施打、員工健檢、生日及三節禮券、婚喪賀奠補助、交通車、醫療優待補助等；
享公費公假外部教育訓練；
彈性上班時間，同勞基法規定休假。"
左營中正骨科醫院籌備處～資訊專員,中正脊椎骨科醫院,"月薪31,000元以上","1. 網路管理，資訊設備規劃，建置與維護
2. 使用者資訊設備服務與支援
3. 現有系統之維護
 4. 軟體之程式撰寫、測試與維護","Δ薪資
→跟進政府調整比例滾動式調薪；2023-2024年調整“全薪”比例至高5％。
→參考經營狀況核發年終獎金；體恤領錢的快樂分別（年中、年末 2次發放）。

Δ福利
→就醫優待提供員工本人及眷屬掛號費優免、住院差額折扣、健康檢查等優惠。
→員工健康檢查，提供不同部門的工作性質、規劃各項健康檢查組套，把關同仁健康品質。
→健康促進活動，每年辦理主題式各項員工互動趣味交流，及提供員工喝水的質量；
→可依心情喝咖啡或養顏的氫氧水任君挑選，健康飲食從日常工作中保養。
→每年定期舉辦不同型式之員工國內旅遊。
→福利津貼含生育、結婚、住院、員工本人及直系親屬、子女喪禮金、國外自助旅遊補助萬元。
→勞保、健保、退休金、休假等依法辦理。

Δ中正12年樹立良好口碑，打造友善職場
http://www.jjoh.org/guide/news_content.aspx?A=336

本院醫療服務不斷地追求成長與進步，版圖持續擴大，
～ 北高雄   左營中正院區  即將落成 ～

“我們歡迎 鄰近找工作、醫事、護理 專業優秀的您加入我們的團隊！”"
資訊專員,慈祐醫院,"月薪38,000元以上","醫院/護理之家體系
1.資訊系統維護與管理
2.資訊、網路、軟硬體相關設備資產維護與管理
3.電腦及周邊設備安裝、設定、問題排除
4.監視器、考勤卡鐘、門禁系統維護管理
5.網頁架設與管理
6.督考/評鑑業務及資料準備
7.主管交辦事項
","	員工旅遊
	員工免費團體保險	 
	員工免費健康檢查
     員工員眷就醫優待	      
	員工宿舍/工作制服
	春節期間值班紅包及餐費    
	望年餐會及摸彩活動
	中秋、端午、年終獎金"
資訊技術師,台灣基督長老教會新樓醫院_台灣基督長老教會新樓醫療財團法人台南新樓醫院,"月薪38,000元以上","1.AS400硬體設備及線路之維護
2.PC軟、硬體設備之維護
3.資訊設備之維護
4.電話設備及線路之維護
【工作待遇】
平均月薪38,000~40,000元；年薪48萬元以上(含三節、年終獎金)
【月薪內含單位績效獎金】","◆ 獎金 / 禮品類
1.年終獎金、三節禮金/禮券、生日禮券
◆ 保險類
1.勞保、健保、員工團保、意外險、職災保險
◆ 休閒類
1.國內旅遊(正式人員享有國外旅遊)
2.部門聚餐、社團活動
◆ 制度類
1.員工制服、伙食補助
2.員工提案獎金、完整的教育訓練
◆ 設備類
1.員工宿舍、員工餐廳、兩院區交通車接駁
2.圖書館、哺乳室
◆ 請 / 休假制度
1.特休/年假
2.產假、陪產假、產檢假、陪產檢假
3.公假、婚假、喪假、病假
4.加班補休假
◆ 其他
1.員工貸款、員工購物優惠、員工停車位
2.健康檢查、特約商店
◆ 補助類
1.結婚禮金、生育津貼
2.社團補助、旅遊補助
3.員工進修補助、住院慰問金、退職金提撥"
林口長庚醫療人工智能核心實驗室招募<統計分析師>,長庚醫療財團法人林口長庚紀念醫院_醫療人工智能核心實驗室,"月薪36,050~37,890元","1.  熟悉SAS與Python。
2.  熟悉流行病學與生物統計分析。
3.  熟悉MariaDB or PostgreSQL etc。
4.  接觸過醫療相關資料。
5.  Ubuntu 系統基本操作。
6. 主管其他交辦事項。


﹝公司福利﹞
1.  本實驗室注重持續學習，會安排人員內部/外部參加程式課程相關的教育訓練 (之前有上過SAS官方課程、Python、Github、資策會或工研院舉辦之程式課程等)。
2.  定期舉辦文獻討論會。
3.  依照長庚研究計畫薪資辦理，享有勞健保、1.5個月年終獎金(未滿一年按比例)、生日獎金、三節獎金，醫療優惠等。
4.  免費長庚交通車(汎航客運)，可往返台北、桃園、中壢車站。
5.  員工可申請醫院宿舍，含單人房、雙人房、四人房等房型。
6.  具研究助理年資者，依敘薪標準辦理。若履歷或表現優良，另有獎金加級。","薪資依照長庚醫院研究助理薪資；享有三節獎金(端午、中秋、年終)；
享長庚員工福利含員工宿舍、疫苗施打、員工健檢、生日及三節禮券、婚喪賀奠補助、交通車、醫療優待補助等；
享公費公假外部教育訓練；
彈性上班時間，同勞基法規定休假。"
MIS資訊系統技師（薪：50000-65000/月）,敦仁精神專科醫院_敦仁醫院,"月薪50,000~65,000元","資訊系統維護擴充保養
工作內容: 數位資訊設施設備保養維護與維修

起薪：5,0000元/月
工作績效獎金：3,000-10,000元/月
周休二日，固定上下班，勞退提撥６％，依照勞基法提供年休假
獎金福利：年終獎金、三節獎金
公司福利：上班免費供餐、每年員工旅遊(112年度峇里島)、婚喪喜慶關懷禮金
工作氣氛友善，每日提供茶飲、咖啡等點心時間","◆ 保險類
　1.勞保
　2.健保
　3.意外險
　4.職災保險
◆ 制度類
　1.績效獎金
　2.員工提案獎金
　3.完整的教育訓練
◆ 設備類
　1.員工餐廳免費提供早午餐
◆ 請 / 休假制度
　1.特休/年假
　2.陪產假
◆ 補助類
　1.結婚禮金
　2.生育津貼
　3.員工進修補助
　4.住院慰問金
　5.國內外旅遊"
資訊專員,臺安醫院,"月薪32,000~35,000元","1. 管理電腦及相關週邊設備。
2. 資訊硬體、作業系統故障排除及維(報)修事宜。
3. 資訊系統、其他軟體問題諮詢及處理服務。
4. 資訊系統或電腦之各項教育訓練及技術支援 。
5. 資訊室文書處理。
6. 官方網頁編輯維護。
7. 社群(Facebook、Line企業網站、Youtube)管理(多媒體處理、海報製做、企劃發想)。
8. 院內活動支援及多媒體處理(照片編輯、影音製作編輯等)。
9. 協助電子郵件(E-mail)收發與不當資訊之過濾
10. 其他行政事務處理、主管交辦事項或緊急事務之處理。
11.假日ON CALL 

",享勞保、健保、團保，三節獎金、勞基法、勞退金及不定期員工旅遊。
林口長庚醫療人工智能核心實驗室招募<網頁工程師>,長庚醫療財團法人林口長庚紀念醫院_醫療人工智能核心實驗室,"月薪36,050~37,890元","1. 熟悉網頁架構
2. 熟悉Python, CSS, JSP, HTML..etc.
3. 熟悉FLASK, RESTful API
4. 熟悉MariaDB, or PostgreSQL etc.
5. Ubuntu 系統基本操作。
6. 主管其他交辦事項

依照長庚研究計畫薪資辦理，年終1.5個月，享有三節禮金、生日禮卷、免費交通車、員工宿舍，其他福利依本院規定辦理。","薪資依照長庚醫院研究助理薪資；享有三節獎金(端午、中秋、年終)；
享長庚員工福利含員工宿舍、疫苗施打、員工健檢、生日及三節禮券、婚喪賀奠補助、交通車、醫療優待補助等；
享公費公假外部教育訓練；
彈性上班時間，同勞基法規定休假。"
臨床試驗中心林口分部招募資訊工程師一名,長庚醫療財團法人林口長庚紀念醫院_醫療人工智能核心實驗室,"月薪32,450元以上","一、工作內容：
1. 維護機房設備正常運轉與機房安全。
2. 虛擬化系統VMware維運管理
3. 負責收案系統及臨床試驗中心網站的維護
4. 主管交辦事項

二、其他條件
1. 有網路概念、架設基本知識，且能進行故障分析、排除
2. 熟悉Oracle資料庫
3. 熟悉Java語言
4. 瞭解Linux作業系統佳

","薪資依照長庚醫院研究助理薪資；享有三節獎金(端午、中秋、年終)；
享長庚員工福利含員工宿舍、疫苗施打、員工健檢、生日及三節禮券、婚喪賀奠補助、交通車、醫療優待補助等；
享公費公假外部教育訓練；
彈性上班時間，同勞基法規定休假。"
c#程式設計師(彰化),秀傳醫療體系_秀傳醫療社團法人秀傳紀念醫院,"月薪35,000~50,000元","1.醫療資訊系統分析設計及程式開發撰寫、測試、維護
2.系統線上問題排除
3.撰寫程式測試文件、使用者操作手冊等相關文件。","1.醫療福利: 
	員工及員工之配偶、父母、祖父母、子女、兄弟姐妹、配偶之父母皆享有就醫折扣。
	每年員工免費健康檢查，員眷高檢套餐優惠。 
2.婚喪節慶福利:
	三節獎金：端午、中秋、年終獎金 。
	結婚及生產禮金及禮品、生日禮卷、喪葬補助、住院慰問金及禮品。
3.活動福利:
	每年員工旅遊及聚餐補助、各類康樂社團補助。 
	各晚會及活動：迎新會、護師節晚會、中秋節及忘年晚會、親子家庭日活動、院慶活動等。
	員工及子女獎學金。
4. 保險福利：享有勞健保、勞退、員工免費團體意外保險(100萬意外險、14萬壽
險、6萬重大疾病險)。
5.其他福利: 
	員工24小時愛書人俱樂部：享受機場貴賓室的頂級服務，早餐、上下午茶、宵夜免費，並設有按摩椅及休息室。
	免費健身中心。
	伙食補助: 午晚餐餐費補助。
	提供住宿、員工停車場、制服及鞋子、交通車服務。
	設有托嬰中心。
	醫院7-11、全家、義美、85度C、藥妝店等院內商店9折。
	 特約商店優惠。
※以上相關福利設施依各院區設置為主※
"
AI工程師(AI發展中心),天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院,"月薪51,600~65,600元","1. 使用LLM(大型語言模型)及生成式AI開發醫療應用服務。
2. 熟悉Prompt Engineering並有實際使用經驗。
3. 具有使用Open AI 或LangChain或Semantic Kernel API開發相關應用的經驗。
4. 有使用Python開發經驗及熟悉 C# 程式語言者尤佳。
5. 具有HTML、JavaScript、jQuery和CSS的基本知識。
註：工作待遇欄位月薪為大學以上薪資且通過考核","◆獎金禮金類 
1.年終獎金 2.業績獎勵金 3.績效獎金 4.考核獎金 5.久任獎金 6.三節禮金 7.生日禮金 8.結婚禮金 9.生育禮金 10.奠儀 11.春節值班禮金 12.旅遊代金 13.提案獎金
◆保險類 
1.勞工保險 2.全民健康保險 3.團體保險(職災險、傷害保險、癌症醫療等商業保險) 4.勞工退休金提撥 
◆學術獎勵 
1.新進人員職前訓練 2.在職教育訓練 3.在職進修 4.員工培訓 5.論文獎勵金 6.教學費用補助 
◆請/休假 
1.週休二日 2.特休假 3.產檢假 4.家庭照顧假5.妊娠假 6.哺乳假 7.生理假  8.天然災害假 9.事假 10.病假 11.公假 12.婚假 13.產假 14.公傷假 15.喪假 16.留職停薪 17.育嬰留職停薪 18.原住民假 19. 陪產檢及陪產假
◆補助類 
1.員工及眷屬就醫優待 2.退休員工就醫優待 3.員工定期健康檢查(免費) 4.新進人員體檢優惠 5.員工健康檢查優惠 6.員工宿舍優惠 7.員工餐廳用餐優惠 8.立體停車場停車費優惠 9.機車停車場(免費)  10.托兒服務(托兒所、幼稚園特約) 11.員工制服 12.薪資轉帳存戶優惠 
◆環境設備 
1.員工宿舍 2.員工餐廳 3.圖書館 4.哺乳室 5.籃球場 6.醫療服務專車 7.聖堂 8.桌球室 9.立體停車場 10.商店街 11.空中花園 12.國際會議廳 13.健康園區(樂活享瘦室) 14.有氧舞蹈教室 15.韻律舞蹈教室
◆休閒/育樂/關懷 
1.社團活動 2.特約商店 3.休閒藝文資訊 4.員工住院關懷 5.聖誕跨年晚會 6.資深員工表揚 7.多元健康促進活動 8.多元主題課程 9.祈禱會 10.支持團體"
醫療系統軟體開發組長,天成醫療社團法人天晟醫院,"月薪40,000~55,000元","1.醫療系統分析與設計
2.系統開發流程進度掌握
3.Java、Delphi程式、SQL Server、Oracle等應用
4.資料庫系統、集群架構管理及解決方案規劃
5.資料庫效能監控、參數調教及SQL語法優化
6.資料庫管理(維護、備份、備援、監控、災難復原...等)
7.管理專案，提供系統咨詢及即時問題處理
8.團隊溝通及協調
9.主管臨時交辦事項","本院近年來不斷為提升員工薪資及福利而努力，希望達到全方位關懷員工及留任優秀人才之目的，我們的福利制度有：
※彈性班別制度：依勞基法之休假制度及多種假別外，實施人性化之彈性班別制度。
※提供各職類醫護及醫技人員醫療責任險之保障。
※三節獎金：包括中秋、端午、年終獎金之發放。
※員工生日禮金。
※護理人員每年發予一雙護士鞋。
※員工停車位或停車補助。
※員工婚喪喜慶禮金。
※員工旅遊活動、聯誼辦理。
※健保、勞保、員工及眷屬喪葬補助、員工撫恤。
※員工在職教育訓練、員工國內外進修補助。
※支付各職類之入會費及常年會費。
※員工冬夏季制服(免費清洗服務)。
※員工及家屬醫療優待。
※提供年度員工體檢。
※社團、音樂/藝文、年終聚餐與摸彩活動。
※特約廠商消費優惠。 

天成醫療事業體系為全體員工打造一個安定、關懷、具前景、富挑戰性之工作環境，歡迎具潛力之精英加入我們的行列。"
資訊維護管理人員 (資訊室正職)-依學、經歷敘薪,國立陽明交通大學附設醫院,"月薪33,500元以上","1.	線上資訊設備故障排除及維修。
2.	協助系統管理及維運。
3.	協助相關行政工作。
4.	主管交辦事項。 



【一、資格條件】 
(面試時攜帶(1)學歷、(2)相關專業證書、(3)相關工作經歷等資料正本核驗，email履歷時同時附上以上資料掃瞄檔至1360p@hosp.nycu.edu.tw)
1.學歷：教育部認可之大學(專)相關科系畢業。
2. 經歷：具與擬任職務相關工作，經驗1年以上(需提具服務證明)。
3. 專長：熟悉電腦系統操作者，具備系統網路相關技術者尤佳。



【二、注意事項】 
 (本職缺收到履歷後會隨即時安排面試，故職缺數會隨錄取數異動，職缺補滿即截止公告履歷收件)
(一)應徵方式：
1.登入存檔成功，系統自動發送履歷應徵(請於自傳內註明-「OOO(姓名)應徵––資訊維護管理人員-資訊室)」。
2.登入步驟：https://www.hosp.nycu.edu.tw/index/recruitment/recruit.html-＞我要應徵(畫面右方)-＞填寫線上履歷(應徵)-＞招募職缺應徵(畫面上方)-＞點選職缺-＞我要應徵(畫面右方)-＞存檔成功-＞履歷送件。
3.如遇系統無法使用，請使用本院約用人員資績簡述表word檔（下載路徑：上述連結網址-＞資料下載-＞約用人員簡述表），檔名為「OOO(姓名)應徵––資訊維護管理人員-資訊室)」。
4.無法登入系統履歷或email者，亦可掛號郵寄書面資料至國立陽明交通大學附設醫院人事室林小姐收。
(二)列入候選名單者，由本院擇優通知面試，錄取人員以電話通知。
(三)應徵所報資料與事實不符者，應予撤銷錄用資格，並由本院依規定圈定其他候選人員。本院得自甄選結果確定之次日起三個月內，商洽備取人員遞補本職缺或職務列等相同、性質相近之職缺。
(四)錄取人員接獲本院人事室通知報到當日，應向本院職業安全衛生室繳交體檢表，未繳交者視為放棄錄用資格。但經本院事先同意者，得延長之。體檢報告經本院審查不合格者，不予錄取。審查合格者，應依本院人事室通知日期準時報到，無故逾期未報到者，視為放棄錄用資格。
1.體格檢查及任用規定
一般體格檢查：依職業安全衛生法第20、21條及勞工健康保護規則規定， 本院新進人員於錄取通知後，應至指定之醫療機構辦理體格檢查並報到時繳送體格檢查表，體格檢查不合格或未於規定時間內繳送體格檢查表者，不得辦理報到，必要時得經指定之醫療機構辦理體格複檢，不合格者則廢止錄取資格。
2.本院新進人員，有下列情形之一者，為體格檢查不合格：
a.具勞工健康保護規則附表十一考量不適合從事作業之疾病，經本院職業醫學專科醫師診斷確實不適合從事所應徵之工作。
b.其他疾病，無法治癒，經本院職業醫學專科醫師診斷不堪勝任職務，得由本院決定任用或其調換工作。
c.如為身心障礙進用者，不受上述限制之規定。

【本院簡介】
1.為宜蘭地區唯一國立大學附設醫院，與國立陽明交通大學共享教育研究資源，目前為區域教學醫院，配合新建二期工程，朝(準)醫學中心邁進。 
2.本院位於宜蘭市中心，生活機能便利及交通發達：
(1)食：
蘭陽院區：院內設有全家便利商店，正門旁設有萊爾富便利商店、清心福全飲料、85°C咖啡蛋糕店、全聯超市、喜互惠超市
新民院區：正門旁設有全家、7-11便利商店，遴近中山路(美食商店林立)、南館傳統市場、喜互惠超市
(2)衣：醫護人員依本院規定提供制服
(3)住：醫護人員、未設籍宜蘭縣者，依本院規定申請宿舍
(4)行：
●本院設有汽車、機車停車場，員工享有優惠
●二院區備有接駁車(每小時一班)，免費搭乘
●宜蘭轉運站(蘭陽院區正門對面步行2分鍾)
●台鐵車站-宜蘭站(蘭陽院區正門對面步行5分鍾)
●宜蘭勁好行公車(正門即可搭陳-751/752/753/755/772/772A/791/793/795)
(5)育：
●新民院區：本院圖書館，與陽明交通大學附設醫院共享圖書資源
●蘭陽院區：鄰近宜蘭市立圖書館(位於側門出口)
●本院全新托嬰中心，另鄰近黎明國小、宜蘭國小、中山國小、中華國中、復興國中
(6)樂：宜蘭夜市、新月百貨廣場、家樂福賣場、爾本購物廣場","詳見https://www.hosp.nycu.edu.tw/index/recruitment/welfare.html

●進修：國內外進修及考察(依業務需求)、提供部分工時在職進修學位、院內各類在職教育訓練課程
●獎金：績效獎金、年終考核獎金(1~1.5個月)、員工生日禮劵
●給假：年休假、婚假、產假、喪假、資深員工留停休息2個月
●團康：員工旅遊活動、忘年會(尾牙)、員工羽球社團、球類競賽
●宿舍：提供員工宿舍、新建二期院區配置全新員工宿舍
●設備：兩院區接駁車、圖書館(與陽明交通大學圖書館共享圖書資源 )、哺乳室
●福利：設有員工停車場、員工健檢、特約商店、員工及眷屬就醫優待、特約托嬰中心及幼兒園；全新托嬰中心"
代招醫療法人資訊室系統工程師,佛教慈濟醫療財團法人台中慈濟醫院,"月薪37,000元以上","◆ 佛教慈濟醫療財團法人資訊室系統工程師（工作地點：台中慈濟醫院）
1.Client端問題判斷與故障排除解決。
2.電腦硬體維修（主機、列表機、周邊設備）。
3.機房管理、網路管理、主機管理、資訊專案管理等。
4.具工作熱忱及改善創新思維、抗壓性及配合度高。
5.具良好的溝通能力，團隊配合度高。
6.依個別資歷、工作表現、職務內容等， 每月提供經驗年資薪、技術津貼、每季提供績效獎金。
說明：此為佛教慈濟醫療財團法人徵才，詳情請至慈濟醫療財團法人104人力銀行網頁查詢
https://www.104.com.tw/company/1a2x6bl86u?jobsource=index_s_ac","保險福利
勞保，健保，員工團體保險

其他福利(須符合申請條件)
1.車資補助
2.員工意外險
3.員工制服
4.教育訓練
5.三節禮金
6.婚喪補助金
7.員工宿舍
8.生日禮金

注意！本區全部福利項目可能依不同職缺有所不同，實際職缺福利請依面試時與公司面談結果為準"
[行政] 資訊室_Notes軟體開發工程師,輔仁大學學校財團法人輔仁大學附設醫院,"月薪35,500~64,000元","一、熟悉NOTES表單開發工具，維護現行NOTES表單協同系統及主管交辦事項。
二、具備資訊規劃、開發經驗與文件撰寫能力。 
三、具備資訊系統專案溝通及資訊分析能力。 
四、具備資料庫使用經驗。 
五、具團隊精神、獨立作業能力、有耐心及責任感。
","專任員工福利：
1、三節獎金(端午節、中秋節、聖誕節)、生日禮金。
2、醫事類人員每年於所屬職類節日，發給乙份特殊節日禮品。
3、提供員工宿舍。(限輪值三班、非設籍雙北者申請)(限額)
4、輔仁大學一粒麥持員工證或穿著員工制服，即可享飲品優惠。
5、美食街員工購物優惠。(專、兼任員工皆享有)
6、醫院地下停車場由合約廠商提供員工停車優惠價。(限量)
7、輔仁大學游泳池持員工證申辦，享員工優惠。
8、輔仁大學體適能中心持員工證，享員工優惠。
9、員工就醫優待。
10、附設醫院服務滿3年之專任員工申請子女在校就讀減免學費。
"
法人資訊室約聘資訊客服人員,佛教慈濟醫療財團法人台北慈濟醫院,"月薪30,000~39,800元","1.資訊或醫療相關科系畢業尤佳。 
2.熟悉電腦操作及電腦文書處理，如 Microsoft 軟體。
3.具良好溝通技巧、耐心。
4.瞭解醫療流程尤佳。
5.對醫療資訊產業有興趣者。 
學歷限制：大學 以上
科系限制：醫療產業、資訊產業相關
工作經驗：1年以上工作經驗
電子郵件：rtmcheng@tzuchi.com.tw,sabrina@tzuchi.com.tw

","◆ 獎金 / 禮品類
1.三節禮金/禮品 2.生日禮金/禮品 3.結婚禮金
◆ 保險類
1.勞保、健保、勞退 2.團體意外險 3.醫師責任險
◆ 制度類
1.績效獎金 2.員工提案獎金 3.完整的教育訓練
4.順暢的升遷管道 5.著作獎勵 6.派外受訓 7.在職進修
◆ 設備類
1.員工宿舍 2.員工餐廳 3.圖書館
◆ 請 / 休假制度 依法令提供相關假別
◆ 其他福利事項
1.員工餐廳、2.員工制服、3.員工購物優惠、特約商店、4.寬敞之宿舍(需符合申請條件)、5.社團活動(需符合申請條件)、6.員工旅遊(需符合申請條件)、7.健康檢查(需符合申請條件)、8.眷屬就醫優待(需符合申請條件)、9.子女就學獎助(需符合申請條件)、10.本院為無菸政策醫院，為維護同仁健康，院區內一律禁菸。"
程式設計師(資訊部),天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院,"月薪39,600~55,600元","1.以「設計Window平台程式」與「Web網頁應用系統」為主或【熟IBM AS/400 RPG程式開發】
2.能力需求：程式設計(如C#、Delphi 尤佳)、熟資料庫SQL語法
註：工作待遇欄位月薪為大學以上薪資且通過考核","◆獎金禮金類 
1.年終獎金 2.業績獎勵金 3.績效獎金 4.考核獎金 5.久任獎金 6.三節禮金 7.生日禮金 8.結婚禮金 9.生育禮金 10.奠儀 11.春節值班禮金 12.旅遊代金 13.提案獎金
◆保險類 
1.勞工保險 2.全民健康保險 3.團體保險(職災險、傷害保險、癌症醫療等商業保險) 4.勞工退休金提撥 
◆學術獎勵 
1.新進人員職前訓練 2.在職教育訓練 3.在職進修 4.員工培訓 5.論文獎勵金 6.教學費用補助 
◆請/休假 
1.週休二日 2.特休假 3.產檢假 4.家庭照顧假5.妊娠假 6.哺乳假 7.生理假  8.天然災害假 9.事假 10.病假 11.公假 12.婚假 13.產假 14.公傷假 15.喪假 16.留職停薪 17.育嬰留職停薪 18.原住民假 19. 陪產檢及陪產假
◆補助類 
1.員工及眷屬就醫優待 2.退休員工就醫優待 3.員工定期健康檢查(免費) 4.新進人員體檢優惠 5.員工健康檢查優惠 6.員工宿舍優惠 7.員工餐廳用餐優惠 8.立體停車場停車費優惠 9.機車停車場(免費)  10.托兒服務(托兒所、幼稚園特約) 11.員工制服 12.薪資轉帳存戶優惠 
◆環境設備 
1.員工宿舍 2.員工餐廳 3.圖書館 4.哺乳室 5.籃球場 6.醫療服務專車 7.聖堂 8.桌球室 9.立體停車場 10.商店街 11.空中花園 12.國際會議廳 13.健康園區(樂活享瘦室) 14.有氧舞蹈教室 15.韻律舞蹈教室
◆休閒/育樂/關懷 
1.社團活動 2.特約商店 3.休閒藝文資訊 4.員工住院關懷 5.聖誕跨年晚會 6.資深員工表揚 7.多元健康促進活動 8.多元主題課程 9.祈禱會 10.支持團體"
資訊室專案契約軟體開發人員,中國醫藥大學北港附設醫院,"月薪29,500~34,500元","1.建置社區資料庫
2.社區健康長照問卷表單建立
3.Power BI後台資料分析及分析報表輸出
4.其他主管交辦事項","1、醫療優待。 
2、員工體檢。 
3、三節獎金：端午、中秋、年終獎金。 
4、津貼補助：生日、結婚、生育、疾病、喪葬、急難救助金等。 
5、每月員工慶生會。 
6、員工及子女教育補助。 
7、員工參加社團補助。 
8、團體意外保險。 
9、特約廠商消費折扣優惠。 
10、不定期禮品發放。 
***以上為正職員工福利***"
台北院區　資訊室／資通安全課　程式設計師,台灣基督長老教會馬偕醫療財團法人馬偕紀念醫院,"月薪40,000元以上","
工作內容
  1.推動與落實ISMS資訊安全管理制度。
  2.配合辦理本院之資通安全相關事宜。
  3.各項資安相關事務之辦理、溝通協調與進度追蹤。","【專任職員】
勞保，健保，提撥勞退6%，員工團體保險，職員家屬醫療優待，員工制服，國內外旅遊補助、旅遊假，三節禮金，生日禮金，結婚/安喪補助金，忘年會補助費，考核獎金，福利金，年終獎金，春節特別獎金，職員獎金，春節上班慰勞金，護理專業獎金，藥師專業獎金，常年會費補助(醫事人員)，資深/模範獎金，子女教育補助費，公司產品優惠價，特約廠商優惠
，完善之教育訓練
【短期人員】
勞保，健保，提撥勞退6%，職員(本人)醫療優待，三節禮金，生日禮金，忘年會補助，特約廠商優惠。
【計時人員】
勞保，健保，提撥勞退6%，職員(本人)醫療優待，特約廠商優惠。
【專案研究助理】
依照各研究計畫內容。"
資訊管理師(軟體工程師),高雄榮民總醫院臺南分院,"月薪37,500元以上","1.系統管理(Web應用伺服器管理、Microsoft Windows伺服器管理、資料庫系統管理、Storage Server、防毒主機等)
2.網路規畫與管理(L2/L3 Switch、Firewall、Wireless等)
3.線上叫修服務(電腦主機維修、印表機維修、軟體問題排除)
4.負責資訊部門相關工作事項/重大事項處理/異常處理。
5.程式設計(VB.NET、C#、Delphi、PHP、JAVA、APP)開發。
6.資料庫系統 (Oracle、MS SQL、mySQL、Tomcat) 管理。
7.醫療系統管理(醫療資訊系統HIS、醫療影像儲傳系統PACS、電子病歷系統EMRs等醫療相關系統等)
8.網站管理(全球資訊網www、內部網站intranet等)
9.資訊安全(資訊安全管理系統維運ISMS、ISO27001)
10.	負責本院及分院之使用者端軟硬體建置、日常維護、資安管理、異常故障問題排除、使用者端軟硬體資產盤點與標準化作業流程。
11.	具服務熱誠有責任感，抗壓性高、可獨立作業，良好溝通協調能力者，能以團隊優勢優先考量。
12.	本院資訊人員必須輪流on call，並配合工作需要，假日加班。
13.具團隊精神、責任感、品行端正、身心健康、具服務熱忱及溝通協調能力，不畏工作繁重，學習能力強
14.配合工作需要至外地出差及受訓。
15.各類臨時交辦事項。","◆ 獎金/禮品類
	1.年終獎金
	2.勞動節獎品/禮品
◆ 制度類
	1.績效獎金
	2.完整的教育訓練
	3.順暢的升遷管道
◆ 設備類
	1.員工宿舍
	2.員工餐廳
	3.圖書館
◆ 請/休假制度
	1.週休二日
	2.特休/年假
	3.產前假、陪產假、產假
	4.家庭照顧假
	5.女性同仁生理假
	6.同仁育嬰假
◆ 其他
	1.員工停車位
	2.健康檢查
	3.特約商店
◆ 補助類
	1.員工進修補助
	2.住院慰問商品券"
資訊專員,茂盛醫院,"月薪30,000~35,000元","1.電腦及周邊設備安裝，設定問題排除
2.軟體系統維護設定、安裝及問題排除
3.機房、伺服器、網路設備、電話系統、監控系統、門禁系統監控暨維護
4.資料庫管理、簡易程式開發
5.有工作熱忱、責任感、完成主管交辦事項","◆ 獎金/禮品類
(1)年終獎金
(2)年節獎金
(3)績效獎金（依職務設定）
(4)簽約獎金
(5)考核獎金

◆ 訓練
(1)進修補助公假
(2)護理師學分課程
(3)BLS、NRP課程
(4)在職教育訓練

◆優惠
(1)員工及其眷屬就醫優待
(2)護理之家入住優惠
(3)員工體檢

◆ 補助金/津貼
(1)生日禮金
(2)旅遊津貼
(3)婚喪津貼
(4)生產生育補助
(5)慰問金
(6)醫事人員公會常年會費補助

◆ 其他
(1)旺年會/抽獎
(2)團體保險

 ※以上福利制度兼職人員部分不同或不適用       "
